"sale_price","living_area","basement_area","overall_quality","year_built","neighborhood","garage_capacity","sale_price_bc"
109500,894,894,"Average",1962,"North_Ames",1,68.7634899828738
115000,1224,818,"Above_Average",1926,"Old_Town",1,69.6604642023129
110000,1230,440,"Average",1910,"Old_Town",2,68.8464114735149
128900,1378,901,"Above_Average",1935,"Old_Town",1,71.7919743952168
103500,1944,972,"Above_Average",1910,"Old_Town",2,67.7455680964792
66500,1131,676,"Average",1941,"Old_Town",1,60.2340643789013
130000,1306,240,"Average",1910,"Old_Town",2,71.9531568846377
129000,1464,504,"Average",1910,"Old_Town",0,71.8066698829447
150000,1558,690,"Average",1939,"Old_Town",2,74.7195868506172
107500,2372,994,"Average",1892,"Old_Town",1,68.4289363406753
94550,1701,600,"Below_Average",1920,"Old_Town",0,66.1415525611387
124500,1960,960,"Average",1952,"Old_Town",2,71.136736717805
135000,1389,651,"Good",1946,"Old_Town",1,72.6731725095527
103000,1447,801,"Average",1910,"Old_Town",0,67.6587614425618
93000,936,936,"Below_Average",1953,"Old_Town",2,65.8523028842472
129500,1328,768,"Average",1950,"Old_Town",1,71.8800194316192
93000,1387,811,"Average",1954,"Old_Town",1,65.8523028842472
80000,861,861,"Below_Average",1920,"Old_Town",2,63.2717132202972
45000,612,0,"Poor",1940,"Old_Town",1,54.2590126048788
37900,968,600,"Fair",1910,"Old_Town",0,51.8109986779406
91300,886,190,"Average",1938,"Old_Town",1,65.5308735564008
99500,792,624,"Average",1923,"Old_Town",1,67.0420952294342
113000,1452,736,"Below_Average",1920,"Old_Town",0,69.3380911973506
87500,1510,677,"Below_Average",1910,"Old_Town",2,64.7958125650079
110000,1284,720,"Average",1947,"Old_Town",1,68.8464114735149
106000,2138,849,"Average",1898,"Old_Town",2,68.1749443418691
265979,2640,1240,"Good",1880,"Old_Town",4,86.83889204965
160000,2007,917,"Above_Average",1900,"Old_Town",1,76
119000,1288,624,"Above_Average",1917,"Old_Town",1,70.2928008585711
168000,1742,916,"Very_Good",1882,"Old_Town",2,76.9817787543231
58500,816,624,"Below_Average",1910,"Old_Town",0,58.2083894598092
143000,1482,650,"Good",1920,"Old_Town",2,73.7846676947359
85000,1022,1022,"Average",1910,"Old_Town",1,64.2990594069658
124900,1869,1088,"Average",1890,"Old_Town",2,71.1970149345247
119000,1480,972,"Above_Average",1920,"Old_Town",1,70.2928008585711
146500,1521,741,"Above_Average",1910,"Old_Town",3,74.2563156996385
34900,720,720,"Below_Average",1920,"Iowa_DOT_and_Rail_Road",0,50.6721745567442
44000,797,245,"Fair",1900,"Iowa_DOT_and_Rail_Road",0,53.9326187406066
223500,1576,1324,"Average",1923,"Brookside",2,82.9719831801403
149000,1432,1022,"Above_Average",1923,"Brookside",1,74.5880582594965
205000,1548,952,"Good",1925,"Brookside",2,81.113501340915
137000,1654,297,"Average",1930,"Brookside",1,72.9555830818204
121000,952,952,"Above_Average",1916,"Brookside",1,70.6030071907048
128000,1324,672,"Below_Average",1936,"Brookside",1,71.6593287202541
134900,1176,698,"Above_Average",1937,"Brookside",2,72.6589698281044
117000,1348,884,"Average",1925,"Brookside",1,69.9786593584654
132500,1412,780,"Above_Average",1939,"Brookside",1,72.3157120875146
93000,1142,468,"Average",1924,"Brookside",1,65.8523028842472
119000,904,884,"Above_Average",1926,"Brookside",1,70.2928008585711
100000,1301,1145,"Average",1924,"Brookside",2,67.1311764015569
141500,1539,927,"Average",1936,"Brookside",2,73.5798796055865
133000,1573,884,"Below_Average",1935,"Brookside",1,72.3876063849323
60000,800,264,"Poor",1936,"Brookside",0,58.6033832029315
105000,875,715,"Average",1931,"Brookside",1,68.0041148735702
115000,995,960,"Average",1925,"Brookside",1,69.6604642023129
150000,1582,952,"Average",1938,"Brookside",1,74.7195868506172
126500,1072,1072,"Average",1925,"Brookside",5,71.4366897339033
214500,2134,844,"Above_Average",1916,"Brookside",2,82.0828853676619
167500,2019,728,"Good",1910,"Brookside",2,76.9214570895628
155000,1768,1048,"Above_Average",1915,"Old_Town",2,75.3675393294352
155000,1826,910,"Good",1915,"Old_Town",1,75.3675393294352
179900,1944,672,"Good",1915,"Old_Town",1,78.3792402207226
104000,2229,755,"Above_Average",1912,"Old_Town",0,67.8320608009479
62500,2128,1040,"Average",1922,"Old_Town",0,59.2455532033676
149000,1930,720,"Above_Average",1927,"Iowa_DOT_and_Rail_Road",1,74.5880582594965
103000,1208,780,"Below_Average",1925,"Iowa_DOT_and_Rail_Road",2,67.6587614425618
123000,1427,483,"Above_Average",1915,"Old_Town",1,70.9093914897195
97500,1864,1020,"Good",1902,"Old_Town",0,66.6823768609879
135000,1666,1204,"Above_Average",1927,"Iowa_DOT_and_Rail_Road",1,72.6731725095527
70000,892,858,"Below_Average",1923,"Iowa_DOT_and_Rail_Road",0,61.0630624679114
116000,1403,698,"Above_Average",1915,"Iowa_DOT_and_Rail_Road",1,69.8200761114241
88750,704,560,"Below_Average",1946,"Sawyer",1,65.0402065113162
179000,1200,1200,"Average",1987,"Edwards",0,78.2760150737624
179000,1200,1200,"Average",1987,"Edwards",0,78.2760150737624
159900,1152,1152,"Average",1978,"Edwards",1,75.9874970692439
61000,904,683,"Very_Poor",1922,"Edwards",0,58.8626160072353
103600,1369,672,"Above_Average",1925,"Edwards",1,67.7628916684518
63000,1112,585,"Average",1934,"Edwards",1,59.3716665976488
175000,1464,520,"Average",1963,"Sawyer",2,77.8124697847009
139000,1121,1121,"Average",1963,"Sawyer",2,73.234918284014
172500,1683,918,"Above_Average",1978,"Sawyer",2,77.5187039294324
113500,1052,1052,"Average",1967,"Sawyer",1,69.4190831387546
130000,899,864,"Average",1967,"Sawyer",1,71.9531568846377
149900,1034,456,"Above_Average",1978,"Sawyer",2,74.7064636382165
134900,858,858,"Average",1982,"Sawyer",2,72.6589698281044
137000,860,840,"Average",1982,"Sawyer",2,72.9555830818204
139000,1092,1092,"Average",1962,"Sawyer",1,73.234918284014
165000,1774,552,"Average",1961,"Sawyer",1,76.617806492789
148000,1138,1138,"Above_Average",1960,"Sawyer",2,74.4558659357911
165000,2071,825,"Average",1956,"Clear_Creek",1,76.617806492789
63900,660,0,"Poor",1947,"Sawyer",0,59.5967915159613
161500,1788,1104,"Below_Average",1957,"Clear_Creek",1,76.1868444021289
143000,1473,1437,"Average",1968,"Clear_Creek",1,73.7846676947359
135000,1229,1134,"Below_Average",1956,"Edwards",1,72.6731725095527
82500,861,861,"Below_Average",1940,"Edwards",2,63.7912244854039
190000,1867,1617,"Average",1955,"Clear_Creek",1,79.5119051971938
139600,1733,0,"Fair",1955,"Edwards",2,73.3181307425769
122000,1383,0,"Below_Average",1954,"Edwards",2,70.7566702234881
127500,1689,1436,"Above_Average",1956,"Edwards",2,71.5853341782272
121500,1073,1073,"Average",1956,"Edwards",1,70.6799572746174
60000,1276,1276,"Average",1958,"Edwards",1,58.6033832029315
154400,1639,747,"Above_Average",1946,"Edwards",1,75.2906202864142
113000,672,672,"Below_Average",1941,"Edwards",1,69.3380911973506
125000,1089,1089,"Average",1954,"Edwards",1,71.2120618617279
84000,845,0,"Below_Average",1957,"Edwards",1,64.0972874553798
139500,1049,1049,"Average",1984,"Edwards",1,73.304280651427
131000,1716,768,"Average",1949,"Edwards",1,72.0988011907759
105000,1258,560,"Above_Average",1939,"Edwards",1,68.0041148735702
108000,1510,755,"Below_Average",1940,"Edwards",1,68.5130095365624
162000,1061,1054,"Good",1990,"Sawyer_West",2,76.2488365971706
156500,1338,520,"Above_Average",1983,"Sawyer_West",2,75.5588646371528
316600,2132,1496,"Very_Good",1983,"Sawyer_West",2,90.8828495242767
271900,2196,2158,"Good",1990,"Sawyer_West",3,87.3402704598008
213000,1775,740,"Good",1993,"Sawyer_West",2,81.9319945415976
239900,1879,1079,"Good",1993,"Sawyer_West",2,84.5253297853525
239500,2020,1128,"Very_Good",1995,"Sawyer_West",2,84.4884057607265
131000,2016,0,"Average",1880,"Sawyer_West",2,72.0988011907759
118964,1535,0,"Average",1979,"Sawyer_West",2,70.2871814377754
153337,1224,1086,"Average",1979,"Sawyer_West",2,75.1537931909221
147983,2228,0,"Average",1979,"Sawyer_West",2,74.4536128831304
118858,1535,0,"Average",1979,"Sawyer_West",2,70.2706279557875
118858,1535,0,"Average",1979,"Sawyer_West",2,70.2706279557875
142953,2240,0,"Average",1979,"Sawyer_West",2,73.7782755093135
148325,1229,1094,"Average",1979,"Sawyer_West",2,74.4989017230722
113722,1513,0,"Average",1979,"Sawyer_West",2,69.4549577974742
269500,2787,1168,"Good",2000,"Sawyer_West",4,87.138039838188
269500,2787,1168,"Good",2000,"Sawyer_West",4,87.138039838188
269500,2787,1168,"Good",2000,"Sawyer_West",4,87.138039838188
323262,1680,1555,"Excellent",2009,"College_Creek",3,91.3780974720679
297000,1718,1705,"Very_Good",2007,"College_Creek",3,89.3789752556794
295493,1630,1622,"Very_Good",2008,"College_Creek",3,89.2602962372068
332000,1720,1720,"Excellent",2008,"College_Creek",3,92.0161996028185
239900,1468,1468,"Very_Good",2008,"College_Creek",3,84.5253297853525
212000,1768,866,"Very_Good",2007,"College_Creek",2,81.8309573362761
272500,1838,1838,"Very_Good",2007,"College_Creek",2,87.3906188135765
239000,1800,1800,"Excellent",2007,"College_Creek",2,84.4421856322615
220000,1604,1604,"Good",2006,"College_Creek",2,82.6294708267197
200000,1290,1282,"Good",2007,"College_Creek",2,80.5897010752451
221800,1254,1254,"Very_Good",2008,"College_Creek",3,82.8061263803577
194500,1232,1232,"Good",2007,"College_Creek",2,80.0020515391379
237000,1498,1498,"Very_Good",2005,"College_Creek",3,84.2565766646791
173000,1422,704,"Above_Average",2005,"College_Creek",2,77.5777113541887
275000,1644,1518,"Good",1989,"Sawyer_West",2,87.5995130192361
233500,1759,1449,"Good",1992,"Clear_Creek",2,83.9289146648799
185000,2126,1013,"Average",1967,"Clear_Creek",2,78.956978088851
152000,1040,1040,"Average",1996,"College_Creek",2,74.9806835921147
143000,990,990,"Average",1994,"College_Creek",1,73.7846676947359
231500,1764,928,"Above_Average",1997,"College_Creek",2,83.7400222428763
212000,1661,799,"Good",1996,"College_Creek",2,81.8309573362761
207000,1463,1463,"Good",1998,"College_Creek",2,81.3203400502453
145000,1097,1097,"Average",1994,"College_Creek",2,74.0552271452151
138000,990,990,"Average",1994,"College_Creek",2,73.0956302180749
197900,1779,866,"Good",1998,"College_Creek",2,80.3667734019221
204000,1501,1490,"Good",1999,"College_Creek",2,81.0095139734793
192000,1431,1431,"Good",1999,"College_Creek",2,79.7308111513684
200000,1772,928,"Above_Average",1998,"College_Creek",2,80.5897010752451
195000,1660,831,"Good",2002,"College_Creek",2,80.0559854683905
227000,1573,1573,"Good",2002,"College_Creek",2,83.3104960455833
230000,1840,944,"Good",2001,"College_Creek",2,83.5975481237937
187100,1430,1413,"Good",2001,"College_Creek",2,79.1914010054062
203000,1444,1431,"Good",2002,"College_Creek",2,80.9051435938014
201000,1492,1492,"Good",2001,"College_Creek",2,80.6952405207469
124000,1040,1040,"Average",1978,"College_Creek",0,71.0611843480429
140000,907,907,"Average",1978,"College_Creek",1,73.3734568107068
134900,914,914,"Average",1979,"College_Creek",2,72.6589698281044
150500,1040,1040,"Average",1977,"College_Creek",2,74.7851046658356
136500,864,864,"Average",1978,"College_Creek",1,72.8852718315515
143500,1268,1268,"Average",1977,"College_Creek",1,73.8525723143446
133500,864,864,"Average",1972,"College_Creek",1,72.4592982577164
123000,894,894,"Average",1972,"College_Creek",2,70.9093914897195
133900,768,768,"Average",1972,"College_Creek",1,72.5165069009964
133000,768,768,"Average",1972,"College_Creek",2,72.3876063849323
250000,1611,1569,"Good",2002,"College_Creek",3,85.4427190999916
254750,2184,1068,"Very_Good",2003,"College_Creek",2,85.8645780567
236500,1788,1753,"Very_Good",2001,"College_Creek",2,84.2099909653335
261500,1872,1299,"Very_Good",2001,"College_Creek",2,86.4540287237068
313000,2153,1440,"Excellent",2000,"College_Creek",3,90.6119678880404
198500,1725,840,"Good",2002,"College_Creek",2,80.430647345514
211000,1870,944,"Good",2001,"College_Creek",2,81.7295620531666
220000,1513,1462,"Very_Good",1999,"College_Creek",2,82.6294708267197
203000,1504,1504,"Good",1996,"College_Creek",2,80.9051435938014
279500,1828,1822,"Very_Good",2002,"College_Creek",2,87.9719605545475
210000,1417,1417,"Good",1997,"College_Creek",2,81.6278057171229
219500,2034,1057,"Good",1997,"College_Creek",2,82.5802075308115
191000,1716,880,"Good",1996,"College_Creek",2,79.6215730699434
178000,1212,1212,"Good",2001,"College_Creek",2,78.1608629160702
213000,1630,1630,"Good",2000,"College_Creek",2,81.9319945415976
144000,848,848,"Above_Average",2003,"College_Creek",2,73.9202997140237
140000,848,848,"Above_Average",2003,"College_Creek",2,73.3734568107068
293200,1602,1578,"Very_Good",2007,"College_Creek",3,89.0788444128727
190000,1728,864,"Good",2004,"College_Creek",2,79.5119051971938
190000,1500,1500,"Good",2004,"College_Creek",2,79.5119051971938
173500,1476,738,"Above_Average",2005,"College_Creek",2,77.6365910109598
170000,1396,608,"Above_Average",2007,"College_Creek",2,77.2217273947572
108000,1126,0,"Below_Average",1949,"Edwards",2,68.5130095365624
167000,1486,1486,"Average",1964,"Edwards",2,76.8610002247364
100000,816,816,"Below_Average",1938,"Edwards",1,67.1311764015569
198500,1922,0,"Good",2003,"Edwards",2,80.430647345514
159500,1426,690,"Above_Average",1977,"Edwards",2,75.9374266240106
127000,1149,1014,"Below_Average",1960,"Edwards",1,71.5111216840655
125000,1125,1041,"Above_Average",1976,"Edwards",1,71.2120618617279
320000,1698,1698,"Excellent",2007,"Edwards",3,91.1365692002177
145500,1072,547,"Above_Average",2005,"Edwards",2,74.1224292971193
118000,698,698,"Average",1947,"Edwards",0,70.1362292805728
85000,876,876,"Below_Average",1959,"Edwards",1,64.2990594069658
120000,1368,1078,"Average",1950,"Edwards",1,70.448388728168
98000,1529,0,"Below_Average",1945,"Edwards",1,66.7728215461241
99900,864,864,"Average",1922,"Edwards",0,67.1133869350161
82000,944,0,"Fair",1952,"Edwards",2,63.6882762393048
119900,1678,1678,"Average",1959,"Edwards",0,70.4328737979251
103500,1560,1150,"Average",1956,"Edwards",1,67.7455680964792
112000,960,672,"Below_Average",1956,"Edwards",1,69.1752975382956
110000,1196,684,"Above_Average",1920,"Edwards",2,68.8464114735149
122000,1298,720,"Average",1941,"Edwards",1,70.7566702234881
117000,1604,984,"Average",1941,"Edwards",2,69.9786593584654
160000,1268,832,"Average",1938,"South_and_West_of_Iowa_State_University",1,76
159434,1520,793,"Average",1932,"South_and_West_of_Iowa_State_University",1,75.9291559515586
60000,438,290,"Poor",1920,"South_and_West_of_Iowa_State_University",1,58.6033832029315
139500,1489,778,"Above_Average",1940,"South_and_West_of_Iowa_State_University",1,73.304280651427
197000,3082,824,"Good",1920,"South_and_West_of_Iowa_State_University",2,80.2706896066188
105000,1242,583,"Above_Average",1935,"South_and_West_of_Iowa_State_University",1,68.0041148735702
135000,1981,1122,"Below_Average",1928,"South_and_West_of_Iowa_State_University",2,72.6731725095527
147500,1232,816,"Above_Average",1916,"Crawford",2,74.3895184211186
137450,1608,976,"Above_Average",1925,"South_and_West_of_Iowa_State_University",1,73.018698845237
155000,1135,560,"Good",1936,"South_and_West_of_Iowa_State_University",2,75.3675393294352
177000,1913,896,"Above_Average",1928,"Crawford",2,78.0452245395675
145000,1477,861,"Good",1928,"South_and_West_of_Iowa_State_University",1,74.0552271452151
137000,1228,600,"Good",1918,"Crawford",1,72.9555830818204
234000,2080,1276,"Good",1926,"Crawford",1,83.9759480674497
205000,1567,840,"Average",1940,"Crawford",2,81.113501340915
177500,1494,771,"Above_Average",1942,"Crawford",1,78.1031048045145
160000,1308,728,"Average",1940,"Crawford",1,76
155000,1273,1273,"Average",1960,"Crawford",1,75.3675393294352
163500,964,876,"Average",1921,"Crawford",2,76.4339562506398
154900,1343,731,"Average",1921,"Crawford",1,75.3547350151799
205000,2480,920,"Good",1940,"Crawford",2,81.113501340915
144800,1112,1112,"Average",1954,"Crawford",1,74.0282976165759
174500,1564,704,"Good",1941,"Crawford",1,77.7539695901412
193000,1561,1561,"Above_Average",1960,"Crawford",2,79.8396233512318
158000,1523,1067,"Average",1949,"Crawford",1,75.7488195059499
158500,1152,1092,"Above_Average",1950,"Crawford",1,75.8118371920244
224000,1906,1310,"Above_Average",1954,"Crawford",2,83.0205844749822
115000,1032,516,"Above_Average",1980,"Blueste",2,69.6604642023129
137000,1229,561,"Above_Average",1980,"Blueste",2,72.9555830818204
121000,1229,561,"Above_Average",1980,"Blueste",2,70.6030071907048
124000,1229,561,"Above_Average",1980,"Blueste",2,71.0611843480429
208000,1982,572,"Above_Average",1986,"Crawford",2,81.4231977897953
315000,2365,1803,"Good",1971,"Crawford",2,90.7627444107517
222000,1680,880,"Above_Average",1988,"Crawford",2,82.8256883255724
147000,1344,672,"Average",1920,"Iowa_DOT_and_Rail_Road",1,74.3230020112729
123000,2168,760,"Average",1900,"Iowa_DOT_and_Rail_Road",2,70.9093914897195
78000,1192,596,"Average",1920,"Iowa_DOT_and_Rail_Road",1,62.8472648206795
85000,1526,1013,"Fair",1915,"Iowa_DOT_and_Rail_Road",0,64.2990594069658
75000,572,572,"Below_Average",1925,"Iowa_DOT_and_Rail_Road",1,62.1950183929375
230000,1648,1596,"Very_Good",2007,"Crawford",2,83.5975481237937
57625,810,0,"Poor",1910,"Iowa_DOT_and_Rail_Road",1,57.9744563746266
251000,2052,1107,"Very_Good",2000,"Mitchell",3,85.5320279672041
239686,2149,1434,"Good",2003,"Mitchell",2,84.5055811806684
240000,1710,1710,"Good",2004,"Mitchell",2,84.5345535760257
215000,1961,804,"Above_Average",2001,"Mitchell",2,82.1330064284103
156450,926,902,"Above_Average",1977,"Mitchell",1,75.55250933378
173000,1287,957,"Above_Average",1977,"Mitchell",2,77.5777113541887
126000,1734,0,"Average",1977,"Mitchell",2,71.3620368075043
173000,1217,1188,"Good",1990,"Mitchell",2,77.5777113541887
152000,1595,1582,"Average",1991,"Mitchell",2,74.9806835921147
137500,1344,819,"Above_Average",1958,"Timberland",2,73.0257021368616
375000,2036,2136,"Good",1965,"Timberland",2,94.9846400767953
315500,1620,1620,"Excellent",2007,"Timberland",3,90.8003263116194
224500,1692,846,"Good",2009,"Timberland",2,83.0691044740243
410000,2036,2190,"Excellent",2008,"Timberland",3,97.2175813774097
316500,1641,1641,"Excellent",2008,"Timberland",3,90.8753563080663
201000,1466,1466,"Very_Good",2007,"Timberland",3,80.6952405207469
175000,1412,1392,"Above_Average",1988,"Timberland",2,77.8124697847009
204000,2237,712,"Above_Average",1980,"Timberland",2,81.0095139734793
213500,1479,1645,"Good",1987,"Timberland",2,81.9823797843178
220000,1296,1267,"Very_Good",2001,"Timberland",2,82.6294708267197
170000,2014,912,"Good",2003,"Timberland",2,77.2217273947572
315000,1838,1838,"Excellent",2006,"Timberland",3,90.7627444107517
425000,1978,1978,"Excellent",2007,"Timberland",3,98.130915242762
139500,1008,1008,"Average",1968,"Mitchell",1,73.304280651427
115000,1771,0,"Average",1960,"Mitchell",2,69.6604642023129
162000,1204,1204,"Above_Average",1998,"Mitchell",2,76.2488365971706
165000,1224,1224,"Above_Average",1999,"Mitchell",2,76.617806492789
91000,988,462,"Below_Average",1973,"Meadow_Village",1,65.4736856750775
130000,874,864,"Average",1968,"Mitchell",1,71.9531568846377
86000,630,630,"Below_Average",1970,"Meadow_Village",1,64.4990587932189
160000,1404,1188,"Average",1969,"Mitchell",2,76
80000,630,630,"Below_Average",1970,"Meadow_Village",1,63.2717132202972
97000,1344,546,"Below_Average",1970,"Meadow_Village",0,66.5915836397455
88000,1092,546,"Below_Average",1970,"Meadow_Village",1,64.8938823970694
131900,796,796,"Average",1972,"Mitchell",1,72.2291698442739
131250,1091,384,"Above_Average",1993,"Mitchell",1,72.1350819167864
165500,1110,1097,"Average",1978,"Mitchell",2,76.6788113086612
112000,833,833,"Average",1985,"Mitchell",0,69.1752975382956
149000,883,828,"Average",1992,"Mitchell",2,74.5880582594965
143000,1362,796,"Average",1993,"Mitchell",2,73.7846676947359
130000,1287,624,"Average",1992,"Mitchell",2,71.9531568846377
196000,1567,1567,"Above_Average",1977,"Mitchell",2,80.1635429314687
173000,1632,784,"Average",1969,"Mitchell",2,77.5777113541887
176500,1414,1184,"Above_Average",1958,"North_Ames",2,77.9872215167217
237500,2117,1205,"Above_Average",1970,"North_Ames",2,84.3030887106854
206900,2112,952,"Above_Average",1969,"North_Ames",2,81.310033794087
187500,1604,926,"Above_Average",1997,"Gilbert",2,79.2358290057563
165000,1470,680,"Above_Average",1995,"Gilbert",2,76.617806492789
195500,1604,926,"Above_Average",1998,"Gilbert",2,80.1098157780584
192000,1638,943,"Above_Average",1998,"Gilbert",2,79.7308111513684
173000,1636,916,"Above_Average",1996,"Gilbert",2,77.5777113541887
177900,1384,1348,"Average",1996,"Gilbert",2,78.1493210371711
175000,1446,729,"Good",1996,"Gilbert",2,77.8124697847009
286000,1593,1593,"Very_Good",2001,"Stone_Brook",2,88.5020802607022
247900,1682,1664,"Very_Good",1997,"Stone_Brook",2,85.2542948102944
180000,1337,1337,"Very_Good",1993,"Stone_Brook",2,78.3906857562847
180000,1280,1280,"Very_Good",1992,"Stone_Brook",2,78.3906857562847
181000,1604,926,"Above_Average",1997,"Gilbert",2,78.5048796349552
183000,1633,932,"Above_Average",1998,"Gilbert",2,78.7318553133337
188000,1658,773,"Above_Average",1995,"Gilbert",2,79.2912641540349
194500,1895,712,"Good",1994,"Gilbert",2,80.0020515391379
185000,1709,836,"Above_Average",1991,"Gilbert",2,78.956978088851
189000,1228,1228,"Very_Good",1988,"Stone_Brook",2,79.4018035666551
188500,1337,1337,"Very_Good",1989,"Stone_Brook",2,79.3465888369138
355000,2500,1168,"Very_Good",2005,"Stone_Brook",3,93.6375963973427
325000,2504,1122,"Excellent",2005,"Stone_Brook",3,91.506038556696
387000,1884,1884,"Excellent",2004,"Stone_Brook",3,95.7671882414118
115000,1474,1632,"Above_Average",1952,"Gilbert",2,69.6604642023129
334000,1710,1710,"Excellent",2007,"Stone_Brook",2,92.1604767934931
133000,1488,1488,"Above_Average",1950,"Gilbert",2,72.3876063849323
215000,2093,791,"Good",1986,"Northwest_Ames",2,82.1330064284103
226500,1688,1675,"Good",1988,"Northwest_Ames",2,83.2623778151049
175500,1422,1422,"Above_Average",1981,"Northwest_Ames",2,77.8708447556827
181900,1260,1260,"Good",1983,"Northwest_Ames",2,78.607250262211
235000,2064,2048,"Good",1978,"Northwest_Ames",2,84.0697892121136
220000,1782,1782,"Good",1979,"Northwest_Ames",2,82.6294708267197
272000,2872,1330,"Above_Average",1977,"Northwest_Ames",2,87.3486676348341
161000,1211,1211,"Above_Average",1976,"Northwest_Ames",2,76.1247080947971
175000,1126,1126,"Average",1977,"Northwest_Ames",2,77.8124697847009
185000,2044,738,"Good",1980,"Northwest_Ames",2,78.956978088851
146900,1308,720,"Average",1969,"Northwest_Ames",2,74.3096783734666
292500,2840,1420,"Good",1978,"Northwest_Ames",4,89.0232393604607
180000,1523,1193,"Above_Average",1976,"Northwest_Ames",2,78.3906857562847
159900,1444,1444,"Above_Average",1976,"Northwest_Ames",2,75.9874970692439
205000,1964,803,"Good",1976,"Northwest_Ames",2,81.113501340915
157000,1178,1176,"Average",1973,"Northwest_Ames",2,75.6223340650779
306000,2340,1236,"Very_Good",1996,"Northwest_Ames",3,90.0784921169614
133000,1792,896,"Average",1974,"North_Ames",2,72.3876063849323
151000,1054,1054,"Above_Average",1969,"North_Ames",2,74.850459433488
111900,936,936,"Below_Average",1969,"North_Ames",1,69.1589582947767
123000,864,864,"Average",1971,"North_Ames",2,70.9093914897195
111250,864,864,"Below_Average",1972,"North_Ames",2,69.052485417339
181000,1337,1405,"Above_Average",1998,"North_Ames",2,78.5048796349552
103400,987,483,"Above_Average",1973,"Briardale",1,67.7282319666415
100000,987,483,"Above_Average",1973,"Briardale",1,67.1311764015569
100500,987,483,"Above_Average",1972,"Briardale",1,67.2199241429472
106000,987,483,"Above_Average",1970,"Briardale",1,68.1749443418691
85400,987,483,"Above_Average",1971,"Briardale",1,64.3792698321998
89500,987,483,"Above_Average",1971,"Briardale",1,65.1856061368874
111750,1302,630,"Average",1972,"Briardale",1,69.1344288836863
140000,1069,1069,"Above_Average",1977,"Northpark_Villa",2,73.3734568107068
143000,1456,855,"Above_Average",1975,"Northpark_Villa",2,73.7846676947359
148500,1055,1055,"Good",1977,"Northpark_Villa",2,74.5220455525661
110000,892,864,"Average",1966,"North_Ames",1,68.8464114735149
394617,1932,1932,"Very_Good",2008,"Northridge_Heights",3,96.2545146843942
426000,2332,1682,"Very_Excellent",2007,"Northridge_Heights",3,98.1909393152429
385000,2084,2078,"Very_Excellent",2007,"Northridge_Heights",3,95.6380395069709
446261,2713,1452,"Excellent",2008,"Northridge_Heights",3,99.3849268732503
317500,1582,1582,"Very_Good",2007,"Northridge_Heights",3,90.9502087184
372402,1710,1710,"Very_Good",2007,"Northridge_Heights",3,94.8127514667865
417500,2464,2418,"Very_Good",2007,"Northridge_Heights",3,97.6773248401829
383000,1950,1950,"Excellent",2007,"Northridge_Heights",3,95.5083866110295
390000,2748,1850,"Excellent",2006,"Northridge_Heights",3,95.9599759775753
460000,2790,1620,"Very_Excellent",2005,"Northridge_Heights",4,100.171627485609
379000,2331,1414,"Excellent",2005,"Northridge_Heights",3,95.2475498026913
250000,2088,948,"Very_Good",2007,"Northridge_Heights",3,85.4427190999916
316000,2332,1148,"Very_Good",2004,"Northridge_Heights",3,90.8378635695434
615000,2470,2535,"Very_Excellent",2003,"Northridge_Heights",3,108.015667266175
412500,2668,1572,"Excellent",2003,"Northridge_Heights",3,97.3715249117429
284000,2046,998,"Good",2003,"Northridge_Heights",3,88.3399375160256
284000,1575,1603,"Very_Good",2003,"Northridge_Heights",3,88.3399375160256
421250,2649,1479,"Very_Good",2001,"Northridge_Heights",3,97.9048771580523
370000,2690,1765,"Very_Good",2003,"Northridge_Heights",3,94.6530285823864
336860,1866,1858,"Excellent",2008,"Northridge_Heights",3,92.3656715851516
367294,1702,1702,"Excellent",2008,"Northridge_Heights",3,94.4721567060352
192000,1367,1367,"Good",2005,"Northridge_Heights",2,79.7308111513684
274000,1518,1518,"Very_Good",2003,"Northridge_Heights",2,87.5161269400838
266000,1684,1684,"Excellent",2005,"Northridge_Heights",2,86.8406850109888
370967,1800,1800,"Excellent",2007,"Northridge_Heights",3,94.7174232614053
234250,1342,1342,"Very_Good",2006,"Northridge_Heights",2,83.999436508487
219500,1342,1342,"Very_Good",2006,"Northridge_Heights",2,82.5802075308115
155000,1626,764,"Good",2003,"Northridge_Heights",2,75.3675393294352
154000,1626,764,"Good",2003,"Northridge_Heights",2,75.2392162916289
207000,1358,1358,"Good",2004,"Northridge_Heights",2,81.3203400502453
195000,1455,1415,"Good",2003,"Bloomington_Heights",3,80.0559854683905
219990,1576,1393,"Good",2004,"Bloomington_Heights",3,82.6284863841345
191000,1504,1346,"Good",2005,"Bloomington_Heights",2,79.6215730699434
159895,1266,1266,"Good",2007,"Bloomington_Heights",2,75.9868717687825
187687,1246,1146,"Good",2007,"Bloomington_Heights",2,79.2565747151711
179000,1515,789,"Above_Average",2004,"Gilbert",2,78.2760150737624
193000,1593,839,"Above_Average",2004,"Gilbert",2,79.8396233512318
190000,1166,856,"Good",2005,"Gilbert",2,79.5119051971938
176000,1456,728,"Above_Average",2005,"Gilbert",2,77.9290951267556
188000,1720,840,"Good",2002,"Gilbert",2,79.2912641540349
213000,1986,847,"Good",2003,"Gilbert",2,81.9319945415976
217300,1358,1350,"Good",2007,"Northridge_Heights",2,82.3624437664675
186500,1792,936,"Above_Average",2000,"Gilbert",2,79.1246252451134
